codigo_solicitado,cod_solic_desc
11128220,"ADAPT AC/DC WA-15I05FB-GNAC 2,2M 15W 2P"
11128320,SSD 240GB SATA ASP550SS ADATA
11128535,BATER 2C LI-PO 3000MAH GLW MONT
11128542,PLM S530 JABIL LPDDR3 MONT MT6580A
11128568,CAMERA FRONTAL 2MP  SENS GC2385
11128605,FPC BOTOES LAT LIGA/DESL VOL PRETA S511
11128692,SSD 128GB SATA CV6-CQ128 LITEO
11128722,PROC CORE I5 7600T SR336 TRAY NTB INTEL
11129798,PLM DH3BU01 I5-5200U DDR3L JABIL MONT
11129811,MON LED 21.5` LG 22MP55PQ SN FW POS
11129839,TCL ABNT2 SK-6620 LED USB PR POS
11129879,LCD 14 ANTI GLARE 3.0MM W/LOGO CHT14B RE
11129914,SSD 256GB SATAIII SU800BR2 ADATA
11130014,PLM POS-RIQ270DY DDR4 JABIL MONT
11130222,BATER 1C LI-PO 2000MAH BOREO CKDFP
11130250,MEM 4GB DDR4 PC19200 SODIMM TEKON MONT
11130256,ADAPT AC/DC S13A00POQ DSK 65W 2P SALCO
11130257,"ADAPT AC/DC S13A00 ES 5,5M 65W 2P SALCO"
11130430,SSD 256GB SATA CV1-CB256 LITEO
11130530,MON LED 21.5` LG 22MP55PQ POS
11130577,MEM 8GB DDR4 PC19200 DIMM GDKEY MONT
11130581,MEM 4GB DDR4 PC19200 SODIMM GDKEY MONT
11130822,SSD 256GB SATAIII SU800BR1 + FW SEN ADAT
11130996,PLM POS-PIQ170DS DDR4 SRV
11130998,MEM 2GB DDR3L PC12800 SODIMM GDKEY MONT
11131020,MEM 8GB DDR4 PC19200 SODIMM ADATA MONT
11131113,KIT TCL+MOUSE MK235 WIFI LOGITECH
11131258,BATER 4C LI-ION 2200MAH T_FNG MONT
11131458,BATER 4C LI-ION 2200MAH CLEVO MONT
11131466,TCL PRETO P/ NTB N250WU-V CLEVO
11131535,LCD 14 CAM GL DMIC N240BU V1
11131653,ADAPT AC/DC A12-040N2A 40W 2P CHINY
11131702,PL POWER P/ NTB N250WU CKDFP
11131771,SSD 256GB NVME M2 PX-256M8SEGN PXTOR
11131804,MICROFONE DUPLO P/ NTB V142N VASTKING
11131953,PLM S510 V2 JABIL LPDDR3 MONT SC7731C
11132031,PLM V142N 2G 32GB Z8350 LPDDR3 JABIL MON
11132056,PLM M14KL01 GS TP I5-7200U DDR4 BOREO EC
11132061,PLM M14KL01 GS/DK TP I5-7200U DDR4 BOREO
11132332,ADAPT AC/DC A13-040N3A 40W 2P CHINY
11132504,LCD 14 GLARE H210H(HX)E45W3004 V142N
11132640,CONJUNTO PLACA MAE S531 SERV
11132670,SSD 256GB SATA M2 PX-256S3G 1.04 PXTOR
11133099,BATER 2C LI-PO 10000MAH BOREO CKDFP
11133197,"HDD 1TB 2,5` SATAIII SEAGT ST1000LM049"
11133228,SSD 128GB SATA CV8-CE128-V03 LITEO
11133241,PLR WI-FI/BT WLESS 9260NGW INTEL MONT
11133282,SSD 256GB SATAIII CV6-8Q256 1.3.02 CALCO
11133299,CONJUNTO FRONTAL S511 PRETO GT YX TEM
11133353,CONJUNTO TRASEIRO BLACK S431
11133370,CONJUNTO FRONTAL S511 PRETO MJ DXD TEM
11133411,SSD 256GB SATAIII CV6-8Q256 1.3.02 LITEO
11133633,PLM V142N V2 2G 32GB Z8350 LPDDR3 JABIL
11133639,PROC CORE I3 8100T SR3Y8 TRAY DSK INTEL
11133674,PLM QE83 RAGTK LPDDR3 MONT MT6739
11133996,PLM POS-RIB360EE PLUS DDR4 ECOFP
11134064,CX SOM RD-02V PR W.RIDER
11134305,FFC HDD 10P P=0.5MM J14G11 ENERGYFULL
11134337,PLM V116N WIFI N Z8350 LPDDR3 JABIL MONT
11134346,PLM V142N V2 2G 32GB Z8350 LPDDR3 JABIL
11134369,TAMPA C NTB CINZA J14GL NTFX SYNP
11135481,ALTO FALANTE 2W 4OHM FG ES1AU11
11135835,"LCD-14`,DARK-SILVER,1366X768,W/LOG,J14KR"
11135856,TAMPA C CINZA J14KR ELAN NTFLX
11135937,GAVETA SIM SD LIO+
11135951,CAMERA 5MP FF SENS OV5695 LENS SPY864
11136194,FONTE ATX 300W SS-300ES V.C2W SEASO RETR
11136386,PL SUB QC84 RGT SKD
11136470,TAMPA TRASEIRA PRETA TABLET T1075 C/LOGO
11136540,PLM J14KR11 ELAN 4GB I5-8250U HDD CKDFP
11136811,PLM NF50WU-V I5-8250U DDR4 BOREO CKDFP
11136868,ADAPT AC/DC 40W 3P CHINY
11136872,PLACA POWER SW BOARD MONT NF50WU-V
11137142,MON LED 21.5` LG 22MP55PQ CBL HDMI POS
11137242,PLM J14GL11 SYNP 4GB C/HD N4000 LPDDR4 J
11137439,MEM 4GB DDR4 PC19200 SODIMM GDKEY SIGMA
11137612,CAMERA LIO2 - KSK8A02
11137616,SSD 256GB MTFDDAV256TBN MCRON
11137618,LCD 14 GL CE SL140DC30D1465-A00  V142N
11137726,LCD 11.6 CAM 1M JERRY W/LOGO BITLAND
11137834,MEM 4GB DDR4 2400 SODIMM KMAX MONT CL15
11138342,PLM S511 SC7731C LPDDR3 JABIL MONT
11138572,TAMPA C D/GRAY C/TPFP SPK V142N 4G NTFX
11138643,BATER 4C LI-ION 3000MAH 44WH CLEVO MONT
11138644,BATER 4C LI-ION 3000MAH 44WH CLEVO MONT
11138645,PL POWER M14KL01 BOREO CKDFP IND
11138708,PLM J14APL11 ELAN N3350 C/ HD JABIL
11138777,PLM M14KR01 GS I5-8350U DDR4 SHUTL SKD
11138805,LCD 12 GLARE 3.0MM V1 CHT12C SERIGRAFADO
11138903,LCD 14  AGLARE  SL140DC30D1465-A00  RED
11138906,PROC CORE I3 8300 SR3XY BOX DSK INTEL
11139185,TAMPA PRETA DOBRADI?A W2150G
11139268,BATERIA + CABO RTC W2150G
11139401,TAMPA C C/TPFP GRAY FLAT SPK V142N NTFX
11139412,SSD 128GB NVME M2 NVME SX6000PFA1 ADATA
11139499,CONJ VESA SUB MINI P/ 24BL TIPO 3A
11139794,CONJUNTO FRONTAL S541 PRETO
11139846,CABO DADOS USB S541 PRETO
11139918,PLM W2150G HD N4000 LPDDR4 CKDFP PLM WI-
11140093,"BATER 1C LI-PO 2000MAH 7,6WH TOPWELL MON"
11140120,PLM CHT14B EMMC/WIFI NAC RET Z8350 LPDDR
11140278,TECLA LIGA/DESLIGA DOURADA S512
11140279,TECLA VOLUME DOURADA S512
11140292,CHASSIS METALICO GAB POS-UFPG02_V2 MINIP
11140311,DISSIPADOR N250JU V CLEVO V2
11140312,MEM 8GB DDR4 PC21300 SODIMM KMAX MONT
11140320,MON LED 23 LG 23MB35PH PATRIMONIO
11140423,PLM M14KR01 GS/DK TP I5-8350U IND
11140491,CABO LCD W2150G V2
11140499,PLM POS-RIB360EC DDR4 BOREO BASIC
11140500,ADAPT AC/DC F24L9-120200SPAE 24W 2P
11142716,CONJUNTO TRAS SUP DECO DOURADO S509
11142744,MEM 4GB DDR4 PC19200 DIMM SMART MONT
11143861,CONJUNTO FRONTAL HF S509 SERV
11144030,PL HDD NTB N14DP6 SKD
11144278,PLM N14DP6 4G 64GB N4000 LPDDR4 JABIL MO
11144390,PROC CORE I3 I3-9100 SRCZV TRAY DSK
11144397,MEM 16GB DDR4 PC19200 SODIMM GDKEY MONT
11144430,FONTE FATX 180W PI-F180B-I(01) POSIT AUT
11144462,TAMPA DE BATERIA S532 PRETA V01
11144473,MEM 8GB DDR4 PC19200 DIMM SMART MONT
11144546,LCD 14 GLARE NT140WHM-N41 8.2 RED V142N
11144549,PROC CORE I3 I3-9100 SRCZV TRAY DSK INTE
11144577,LCD 15.6` V2 HD NF50WU-V POSITIVO
11144611,FONTE FATX 180W PI-F180P-I(01) POSIT AUT
11144613,PLM POS-RIQ270DY DDR4 BOREO CKDFP
11144716,CONJ PLM S512  PLM+MOTOR+ETIQ SRV
11144735,CABO FLAT SUBPCBA 206MM REN NTB V142R
11144864,TAMPA C C/TP  SPK DARK GRAY V142R
11144865,CABO FLAT TP  208MM  V142R
11144920,PLM J14GL21 ELAN 4GB C/HD N4000 LPDDR4 J
11144941,SSD 128GB NVME M2 CL1-8D128-QL03 LITEO
11145022,MEM 4GB DDR4 PC21300 DIMM SMART MONT
11145089,SSD 256GB M.2 PCIE GEN3X4 MZVLB256
11145131,PLM POS-RIQ370EB I5-8400T DDR4 B D8400TS
11145411,PLM POS-EIH310EF I7-8700 DDR4 B E8700SR3
11145452,PLM N14ZP6 2G 32GB Z8350 LPDDR3 BMORN MO
11145470,PL AUDIO NTB N14ZP6 SKD
11145471,TAMPA COVER D DARK GRAY N14ZP6
11145485,PLM N250JU V2 I7-7500U DDR3L BOREO CKD
11145491,PL POWER P/ NTB N250JU-V BOREO C CKD
11145501,PLM N250JU I5-7200U DDR3L BOREO CKD
11145603,PL CONVERSORA DC/DC DC8CXX BOREO C CKD
11145649,PLACA POWER BOARD MONT NB50TH
11145668,PLM NF50WU-V I5-8250U DDR4 BOREO CKDFP
11146010,CONJUNTO TRAS SUP DECO PRETO S545 V1
11146039,PLM J14KR11 ELAN I5-8250U LPDDR3 BOREO C
11146698,BATER 4C LI-ION 3000MAH 44WH CLEVO MONT
11146746,ADAPT AC/DC S13A00POQ AIO CWB 65W 2P SAL
11146748,VENTILADOR NTB SHUTTLE FOXCONN S14SL
11146770,TCL PADRAO BR NTB N240WU-V
11146875,TAMPA PLASTICA COVER A DK GREY V142N SRV
11147046,TAMPA TRASEIRA PR TABLET T1085 C/ LOGO
11149310,ADAP ALI DC-ATX GM-120W GAR 05200089
11149323,PLM NB50TH I7-9700 DDR4L B E9700SRG13
11149381,HDD 12TB ST12000NM0027 4150062
11149694,MON LED 23.8 LG 24BL550J IND POS
11150027,LCD 12 GLARE SL116PP40Y1008 V116N S LOGO
11150195,CONJUNTO FRONTAL S532 HF
11150446,CAMERA TABLET T770 SRV
11150481,CANETA TOUCH CAPACITIVA SEM LOGO PRATA
11150538,"LCD 14,1 TELA HD ANTI-GLARE CINZA N14DP6"
11150621,PLM SUB KEY_B1791_L300_A1_V1.1
11150991,CONJUNTO TRAS SUP DECO PRETO S533
11151019,TAMPA D BLACK NTB N15WP6
11151034,CABO PARA HDD 75MM N14WP6/N15WP6 BMORN
11151599,TAMPA C DARK GRAY BCKLT NTB N15WP6
11151658,TAMPA C ELAN C/TOUCH C/FP M14KL01
11151794,ANTENA WIFI BT 3165 250MM N14DP6
11151823,CONJUNTO PLACA MAE S509B SERV
11151836,MON LED 23.8 LG 24BL550J AM
11152232,PLM SP2 S545 BOREO LPDDR4 CKD
11152527,CONJUNTO FRONTAL SP2 HF
11152546,PLM SP2 LPDDR4 32GB CWB EMMC IMP JABIL L
11152804,FONTE SMART CLI UC 0160-35 GAR 05200114
11152961,CONJ PLM T770 T770K SERV
11152982,PAINEL FRONTAL PRETO C/ LOGO W2150G
11152988,"BATER 1C LI-ION 2000MAH 7,4WH HENA CKD"
11152992,PLM V142R-2 4G 64GB Z8350 LPDDR3 BMORN M
11153163,"BATER 3C LI-PO 3300MAH 37,62WH BMORN CBU"
11153223,CABO DADOS USB T770 T770K PRETO
11153256,TRAVA SEG 4MM CB 2M CKM02 CHEKMAT
11153365,CONJUNTO FRONTAL HF S509C SERV
11153492,BATER 2C LI-PO 5000MAH 38WH BMORN SKD
11153496,TAMPA DE BATERIA S509 CINZA
11154541,PLM N14EP6 4G 64GB Z8350 DDR3 JABIL
11155196,PLM SP2 BOREO LPDDR4 CKD
11155209,PLM V142R-2 2G N 32GB Z8350 DDR3 JABIL J
11155217,PLMCEL S509C SERV TEM LPDDR3 MONT MT6580
11155247,"HDD 1TB 2,5` SATAIII WESTE WD10SPSX"
11155261,ADAPT AC/DC A12-040N2A 40W 2P CHINY
11155336,"MONITOR LED 23,8` AOC 24P1U POS SEPLAG/D"
11155496,PROC AMD A8-9600 TRAY DSK AMD
11155814,ADAPT AC/DC ARSENAL II S29A00 RET MAO 40
11155894,PLM POS-RIQ370ED PLUS D9600SRF4H I5-9600
11156042,PLM POS-RIB360EE C9300SRCZU I3-9300 DDR4
11156358,CONJUNTO CABO FPC LCD J14GL11 SRV
11156538,PLM V142R-2 2G N Z8300 DDR3 JABIL
11156564,PLM POS-RIB360EE E9700SRG13 I7-9700 DDR4
11156627,COVER C W/TOUCH PAD + WO/TCL NB50TH V2
11156649,LCD 15.6` FHD NB50TH POSITIVO V3
11156755,CABO Y USB3 PLM-PLE/MR 83/150 UE2020/22
11156757,CABO DE ALIMENTACAO AC UE2020/22
11156779,TAMPA PLASTICA CONEXAO LATERAL UE2020/22
11156785,CABO DE DADOS PLM-MSTE 190MM UE2020/22
11156929,PLMCEL S533 JABIL DDR3 JABIL SC7731E
11156949,PAR PLASTIC PAN PHILLIPS 3X8 UE2020/22
11156982,MOUSE PAD POSITIVO IOS
11157016,SSD 128GB CVB-CD128-V03 SSSTC
11157018,SSD 512GB CVB-CD512-V03 SSSTC
11157020,SSD 512GB M2 CVB-8D512-V03 SSSTC
11157054,FPC BOTOES LAT LIGA/DESL VOL PRETA S513
11157079,CONJUNTO TRASEIRO INFERIOR S513
11157130,PROC CORE I5 8500T SR3XD TRAY DSK INTEL
11157139,MON LED 23.8` LG 24BN650U POS
11157319,PL LAN BOARD RJ45 NL40CU BOREO
11157478,PLMCEL S533 JABIL DDR3 JABIL SC7731E
11158211,TAMPA C DARK GRAY NTB N14WP6 FP
11158287,PL USB P/NTB K116N EMDOOR MONT
11158288,LCD 11.6 GLARE SL116PP40Y1008-D00 K116N
11158292,BATER 2C LI-PO 5000MAH 37WH VKING MONT
11158412,PROC RYZEN 5 PRO 3600 TRAY DSK AMD
11158426,CONJ TRAS LIO V3 SRV
11158432,ADAPT AC/DC F40-190210SPA 40W 2P FRECOM
11158467,PLM VJFE-CL 1.2 I5-10210U DDR4 BOREO
11158789,LCD 14 FHD / EDP NL40CU1 LOGO POSITI
11158915,CONJ COVER C TP CINZA + TECLAS N14DP6 2
11158916,PL SUB S532/S533 BOREO
11159516,BATER 1C LI-ION 2400MAH HENA MONT
11159667,CABO DE DADOS USB S533 PRETO
11159669,LCD 14 FHD / EDP N14AP6 LOGO POSITIVO
11159701,SSD 128GB M2 2310DCS23BF-128 KFAST
11159937,BATER 4C LI-ION 3175MAH 50WH CLEVO SKD
11159977,PLMCEL Q20 TEM LPDDR4 SKD SC9863
11160050,TAMPA DE BATERIA Q20 AZUL
11160089,"BATER 1C LI-ION 1500MAH 7,4WH MWIRE MONT"
11160182,TABLET POSITIVO T770KC LVDS
11160186,TABLET POSITIVO T770KM MINIONS LVDS
11160331,CAMERA V142R/R2/ZP6/EP6 SERV
11160346,ADAPT AC/DC PA-1650-90S2 RET 65W 3P LITE
11160353,PLM V142R-2 4GB Z8330 DDR3 JABIL JABIL
11160546,LCD 14` FHD AG WHITE N14WP6 BOE
11160658,CONJ CABO LCD V142R/R2/ZP6/EP6
11160698,FAN MODULE (WINMA) PWM ICE LAKE
11160700,CONJ TAMPA A DKGREY V142R/R2/ZP6/EP6
11160729,TAMPA C BL ICE LAKE BMORN N15WP6 ICELAKE
11160869,TAMPA C BMORN N14WP6-C ICELAKE
11160876,DISPLAY LCD 14 HD DARK GRAY V142R-2
11160893,LCD 15.6` FHD NB50TH POSITIVO V5
11161036,TAMPA D N14WP6 BMORN ICE LAKE V2
11161096,FEATURE PHONE POSITIVO P26 ID
11161839,LCD 14.1 IPS HD G GRAY N14 ECOSISTEM
11163157,PLM K116N 4GB N3350 LPDDR4 JABIL
11163183,ADAPT AC/DC PA-1650-90BB 4MM 65W 3P LITE
11163805,TAMPA C CF40CM GRAY FP BKL
11163819,PLM CF40CM I5-10210U DDR4 ECS SKD
11164109,TAMPA COVER C GOLD N14 ECOSISTEM
11164410,LENTE PROTETORA CAM FLASH S509N PRETA
11164421,CONJUNTO FRONTAL S509N PRETO BOE
11164452,DISPLAY LCD 14 HD DARK GRAY V142R-2 AOLY
11165210,TAMPA DA BATERIA PRETA S514
11165366,PLM V142R-2 4GB 64GB Z8350 DDR3 JABIL JA
11165370,TAMPA COVER C GRAY N14 ECOSISTEM ANTENA
11165433,CABO FLAT PL AUDIO N14KP6
11166897,PLM POS-RIB360EE DDR4 B I5-9500 DDR4 BOR
11166937,LCD 14 FHD  EDP NL40CU1 INNOLUX V2
11166958,PLMCEL S863T-9863A-V1.0 HENA LPDDR4 SKD
11166983,TAMPA COVER D GRAY K142 ECOSISTEM
11167033,PLMCEL SP2
11167035,PLM VJFE-ICL I7-1065G7 SODIMM I7-1065G7
11167067,TAMPA COVER D GOLD K142 ECOSISTEM
11167208,TAMPA DE BATERIA T2040 PRETA LOGO PST
11167247,"LCD 14,1 HD AG NT140WHM-N34 N14KP6"
11167311,CONJUNTO TRASEIRO PRETO S509 4G
11167332,LCD 14.0 IPS HD G GREY N14 ECOSISTEM
11167333,LCD 14.0 IPS HD G GREY N14 ECOSISTEM
11167341,DISPLAY LCD 15.6 FHD N15WP6 SILVER CA 1M
11167787,PLM POS-RIQ470EN V001 D10500TSRH3B I5-10
11167827,LCD 14 FHD/WVA/N7/ N140HCG-GQ2 INNOLUX
11167959,CONJUNTO FRONTAL S509N PRETO  HSD
11167967,DISPLAY LCD 15.6 FHD N15WP6 GRAY CA 1MP
11167973,PLM POS-RIH470EM I3-10100T DDR4 BOREO BO
11169458,LCD 11.6 01.EZ3.11630201101 NP11G-E
11169510,TAMPA C CF40CM GRAY WITHOUT FP
11170143,"LCD 14,1 HD AG N140BGA-EA4 N14KP6-PRO G"
11170234,BATER 2C LI-ION 4800MAH 35WH BMORN SKD
11170410,TAMPA DE BATERIA T2040 PRETA LOGO PST V2
11170427,LCD 14.1 IPS HD G GRAY N14 ECOSISTEM
11170565,CONJ FRONTAL T770C LVDS SAT BOE SERV
11170602,PLM CF40CM I7-10610U DDR4 BOREO BOREO
11170610,PLM A215U2 4GB CAM I3-8130U DDR4 BOREO
11170695,CONJ PLM32G+ANT+SPK+MIC T770C LVDS SATBO
11170726,BATER 1C LI-PO 2800MAH CKDFP
11170738,PLM NL40CU1_B TPM I7-10510U DDR4 BOREO
11171176,"BATER 1C LI-PO 2800MAH 10,64WH TEM CBU"
11171191,PLM T2040 BOE OVP 32GB NAC LPDDR4 JABIL
11171268,TAMPA COVER D GOLD K14
11171290,ALTO FALANTE YSD2415R8-W200 T2040 SRV
11171388,TAMPA COVER C GRAY K142
11171577,PLM N14KP6 4GB I3-6157U DDR4 BOREO BOREO
11171587,LCD 11.6 FHD_IPS 1920*1080 US05A6 K116R
11171634,FRONT HOUSING T800
11171635,CAMERA DUPLA 2MP/5MP TABLET T800 ALT
11171693,CONJ FRONTAL JT + FITAS S514 SRV
11171766,CVI PCI-E 3.0 4GB DDR6 GTX 1650 MANLI GT
11171780,PAINEL LCD HD 13.9 N140BGA-EA4 SRV
11171791,COVER A GRAY N14ZP7 SRV
11171792,COVER B GRAY N14ZP7 13.9 SRV
11171908,PLM POS-PIB150DR D6400TSR2BS I5-6400T DD
11171953,"BATER 1C LI-ION 4000MAH 14,82WH BOREO"
11171972,"MONITOR LED 23,8` AOC 24P1U POS"
11172051,MEM 16GB DDR4 PC21300 DIMM ADATA MONT
11172198,PLM VJFE-CL 1.2 I5-10310U DDR4 BOREO
11172549,LCD 11.6 GLARE ZTM116PANE4012 K116R
11172593,LCD 11.6 GLARE M116X40 K116R
11172625,LCD 14.0 TN HD GRAY N14 ECOSISTEM
11172647,PLM NP11G-ER2 N4020 LPDDR4 JABIL JABIL
11172653,LCD 14.0 TN HD GOLD N14 ECOSISTEM
11172681,BATER 2C LI-ION 4800MAH 35WH MONT
11172701,TABLET POSITIVO T770KMF MINIONS
11172736,PLMCEL CONJ PLM S509 4G SRV LPDDR4 SRV S
11172760,CONJUNTO FRONTAL T2040 BOE-TV101WXM-NLB
11173225,PLM K116R 4GB 128GB N4020 LPDDR4 JABIL
11173260,PLMCEL T800 32GB JABIL LPDDR4 JABIL SC98
11173449,TERM. MESARIO UE2020 SRV/REV
11173549,LCD 14` QHD IPS DARK GRAY N14WP6
11173649,DOBRADI?A ESQ N14DP6 SRV
11173748,PLM W2150G-V2 64GB N4000 LPDDR4 BOREO
11173845,LCD 14 TN HD H210H GOLD N14 ECOSISTEM
11174081,PLM N14ZP7 4GB 64GB Z8350 DDR3 JABIL
11174168,TAMPA D N14JP6-V2 PROTEÇÃO DE GRAFITE
11174202,PLM NP11G-ER2 4GB N4020 LPDDR4 BMORN SKD
11174232,NOBREAK UPS SENOIDAL 1500 TS SHARA
11174237,IMPRESSORA 112 MM SRV
11174324,TAMPA BATERIA T800
11174340,TAMPA D NTB NP11G-E S/ RJ45
11174351,PLMCEL T800 5GHZ 32GB JABIL LPDDR4 JABIL
11174389,LCD 14` TFT HD GRAY CW14
11174415,TAMPA COVER C GRAY K142
11174446,BATER 2C LI-PO 10000MAH 37WH SKD
11174481,ALÇA TPU CINZA NP11G-E EMDOOR
11174601,PLM NP11G-E 4GB N4020 LPDDR4 SKD
11174643,PLM N14ZP7 4GB 64GB Z8350 DDR3 JABIL
11174644,PLM N14ZP7 4GB 128GB Z8350 DDR3 JABIL
11174661,PLM NL40CU-1 I3-10110U DDR4 BOREO
11174699,CABO FLAT 184X15.5MM 30PIN AUDIO N14DP7
11174727,PLM NL40CU1-B D03 I5-10210U DDR4 BOREO
11174731,TAMPA COVER C RED C/ANT (C0011) DP7-V2
11174775,COOLER AMD CK-AM209 DEEPCOOL
11174780,PLM K116R 4GB 64GB N4020 LPDDR3 JABIL
11174812,PLM N14DP7-V2 N5030 N5030 LPDDR4 JABIL
11174817,PLM NL40CU1-B D03 I5-10210U DDR4 BOREO
11174888,LCD COVER AB N14DP7-V2 14 BOE RED
11174948,PLM POS-RIH470EM PLUS V002 DDR4 BOREO BO
11175086,LCD 14` GRAY N14DP7-V2
11175123,ADAPT AC/DC PA-1450-26BA_4 45W 3P LITEON
11175125,PLM NP11G-ER2 N4020 LPDDR4 JABIL JABIL
11175140,PL USB2.0+SD CARD+AUDIO N14KP6 I225 SKD
11175254,PROC RYZEN 3 PRO 4350GE TRAY DSK AMD
11175368,LCD 14.1 FHD GRAY N14WP6 CV1 BOE REFRE
11175386,LCD 15.6 FHD N15WP6 GRAY CA 1MP CV1
11175414,LENTE CAMERA TRASEIRA N10P
11175650,PLACA SUB H854 FLASH A1 V1.3 N10P
11175668,TAMPA DA BATERIA NORDIC N10P NFC
11175674,TAMPA DA BATERIA PRETA N10P NFC
11175676,PL USB2.0RJ45SDCARDAUD N14KP6-PROV2 SKD
11175681,PLM T810 HENA LPDDR4 SKD
11175704,CABO FPC 203X23MM 45PIN MAIN BOARD
11175730,PLMCEL NOTE 10 PRO 128 NFC X695C POSIT L
11175799,PLM POS-RAA320EI DASH A8-9600 A8-9600 DD
11175805,TAMPA C GRAY CW14Q01P-V2
11175845,PLM N14KP6-PRO V2 8GB I3-6157U DDR4 BORE
11175852,PLM VJFE-CL V2 I5-10310U DDR4 BOREO BORE
11175877,CONJ TECLADO NUMERICO LIO 3 STONE
11175982,PL IO USB/TF CARD N14JP6-V2 AU6465 V2.3
11175998,PLM K116R 4GB 64GB N4020 LPDDR4 JABIL
11176027,ADAPT USB-C P/ VGA 15CM STC
11176038,PAINEL LCD HD 14.0 WJHD141005A SRV
11176235,BATERIA 12V 9AH WEIDA UE2020 SRV
11176311,PROC CORE I5 12400T SRL5X TRAY DSK INTEL
11176317,MEM 16GB DDR4 PC25600 SODIMM ADATA MONT
11176325,PLM CW14Q01P-V2 4GB 64GB Z8350 DDR3L JAB
11176424,MON LED 23.8 LG 24BL550J
11176428,CONJ FRONT S509N PRETO JL ST7701+HSD
11176614,PLM SUB KEY_B1791_L300_A1_V1.1
11176738,PLM K142 4GB 64GB Z8350 DDR3 JABIL
11176751,PLMCEL NOTE 10 PRO 128 NFC X695C POSIT L
11176816,PLM POS-RIB360EE PLUS 8GB I5-9400 DDR4 B
11177091,LCD 14 FHD / EDP NL40MU1 BOE POSITIVO
11177140,TAMPA C W11 NL40MU1 CLEVO WITH LP/BL/FP
11177257,PLM POS-RAA320EJ 8GB V003 3 3200GE DDR4
11177272,MON LED 24 SAMSG LF24T450FQLXZD
11177318,ANTENA NFC HOT11S PRETA
11177391,PLM POS-RIH470EM PLUS 8GB I3-10100T DDR4
11177428,LCD 14 HD/EDP NL40MU1 N140BGA-EA4 INNOLU
11177433,PLACA SUB H6912 2 A V1.0 HOT11S
11177453,PLM N14ZP7 4GB 64GB Z8350 DDR3 JABIL
11177622,FPC CHAVES LATERAIS HOT11
11177672,CONJ TAMPA BATERIA HOT11 ROXO
11177702,PLMCEL HOT11S X6812B JABIL LPDDR4 CKD MT
11177733,CONJUNTO FRONTAL LIO 2  TRADEIN SRV
11177872,TAMPA C TCL NETFLIX K116R NEW KEYBOARD
11177874,PLM T2040B JABIL LPDDR4 CKD SC9863
11178033,PLM POS-RIH470EM PLUS V002 4GB I3-10100T
11178094,CONJUNTO FRONTAL PT T2040B
11178117,FONTE FATX 180W PI-F180G-F(01) FSP AUT
11178241,CONJ TRASEIRO N10P ROXO NFC
11178264,LCD HD NP11G-E 11.6 RM116NWN6 2ANT YX
11178359,ADAPT AC/DC PA-1450-50QD 45W 3P QUANT
11178431,PLM POS-RIQ470EN V001 8GB I5-10500T DDR4
11178455,PLMCEL T800 4GB 32GB JABIL LPDDR4 JABIL
11178735,PLM POS-RIH510EZ BASIC 8GB I3-10100 DDR4
11178782,LCD 14 FHD / EDP NL40MU1 INNOLUX POSITIV
11178832,PLM POS-RIH470EM PLUS 16GB I5-10400T DDR
11179074,PLM NP11G-ER2 4GB/64GB N4020 LPDDR4 JABI
11179080,PLM B1791 L300 LPDDR3 CKD PLM B1791 L300
11179245,PLM CF40CM  SRJ7T I5-10310U DDR4 BOREO B
11179507,PLM POS-RIQ670EV VPRO 8GB I5-12500T DDR4
11179816,LCD 15.6 FHD N15WP6 NV156FHM SILVER BOE
11179894,PLM NP11G-ER2 64GB N4020 DDR4 EMDOOR SKD
11179897,CABO DADOS USB T770 T770G PRETO
11179901,PLM VJFE-ADL 8GB I7-1255U DDR4 BOREO BOR
11179902,PLM VJFE-ADL 16GB I7-1255U DDR4 BOREO
11180101,BATER 1C LI-PO 2400MAH HENA MONT
11180750,SSD 512GB M.2 PCIE GEN3X4 SM2P32A8-512GB
11180798,PLM NL40MU1 I3-1125G4 DDR4 BOREO BOREO
11181543,PLM CF40CM-V2 I7-10610U DDR4 BOREO BOREO
11182326,PLM T810B 2GB 32GB MDM JABIL LPDDR4 CKD
11182327,LCD 15.6 N44  GRAY 1366*768 NG CG15D12P
11182333,BATER 2C LI-ION 5000MAH 37WH HENA SKD
11182417,TAMPA BAT T2040C PT LOGO SP SERIG V2
11182475,CONJ FRONT S514 PRETO HF ICNL9707+BOE V2
11182525,LCD 14  GRAY 1366*768  BOE\HD N14DP9
11182543,TAMPA COVER C GRAY K142 V2
11182597,PLM VJFE-CL 1.2 8GB I3-10110U DDR4 BOREO
11182654,PLM POS-RIB360EE PLUS 8GB I3-9100 DDR4 B
11182790,PLM T810C JABIL LPDDR4 CKD
11182909,"BATER 1C LI-PO 5000MAH 18,86WH TRANSSION"
11183229,TAMPA C N15LP6 BL PRATA
11183237,TABLET POSITIVO T770KNME NOVO MINIONS
11183242,LCD 15.6  CG15D12P GRAY HDN156BGA-EA3
11183466,FPC CHAVES LATERAIS ST6 LT
11183493,CONJ FRONTAL ST6 + PL SUB PT HK
11183569,PLM K116R 4GB 64GB N4020 LPDDR4 JABIL
11183706,SSD 128GB M.2 PCIE GEN3X4 CE480V6D100-12
11183763,PLM IPX1800G2 GAR 1010220
11184074,CONJ FRONTAL HOT11S V2 PT
